1991.6872265344 0.9997189154
1991.7076583370 0.9996924848
1991.7280902397 0.9994457296
1991.7485221415 0.9991423699
1991.7689540433 0.9993780794
1991.7893859451 0.9992728312
1991.8098178459 0.9999966623
1991.8302497468 0.9992345625
1991.8506816472 1.0002143606
1991.8711135476 0.9994230288
1991.8915454475 0.9990312680
1991.9119773470 0.9996074939
1991.9324092465 0.9995774080
1991.9528411455 0.9994306876
1991.9732730445 0.9995890203
1991.9937050426 0.9996786117
1992.0141368406 0.9994038580
1992.0345688383 0.9990010243
1992.0550007359 0.9994177815
1992.0754325329 0.9987145434
1992.0958645297 0.9994128787
1992.1162964259 0.9997638978
1992.1367282220 0.9992759256
1992.1571602183 0.9994408896
1992.1775921136 0.9994782610
1992.1980239088 0.9993081602
1992.2184559037 0.9998370699
1992.2388877985 0.9994645797
1992.2593195927 0.9997194373
1992.2797515867 0.9994889650
1992.3001834806 0.9997008011
1992.3206153740 0.9994891539
1992.3410472670 0.9994494813
1992.3614791594 0.9996704529
1992.3819110519 0.9998296860
1992.4023429444 0.9997954836
1992.4227748360 0.9999687471
1992.4432068272 1.0001449531
1992.4636387187 0.9987684271
1992.4840705097 1.0000999328
1992.5045025004 0.9998928876
1992.5249342904 0.9998692148
1992.5453661806 1.0001780502
1992.5657981699 0.9994186784
1992.5862299595 1.0001330099
1992.6066618483 1.0004677206
1992.6475256253 0.9993388074
1992.6679575136 0.9997425499
1992.6883895015 0.9996340752
1992.7088212892 0.9997957515
1992.7292531761 0.9996738171
1992.7496851631 1.0001011784
1992.7905488363 1.0005690714
1992.8109808220 0.9990902543
1992.8314127079 0.9998469724
1992.8518445930 0.9995267529
1992.8722764780 0.9994479415
1992.8927083630 0.9993110295
1992.9131402476 1.0000486296
1992.9335721312 0.9994201614
1992.9540040153 0.9990820770
1992.9744359986 0.9995230463
1992.9948677821 0.9997077734
1993.0152996648 0.9997449676
1993.0357316476 1.0004298793
1993.0561634302 0.9998064573
1993.0765953120 1.0004061823
1993.0970272939 1.0005201924
1993.1174590751 0.9992511533
1993.1378909564 0.9998083556
1993.1583229373 1.0001738760
1993.1787547176 0.9992169033
1993.1991865980 0.9998287063
1993.2196185775 1.0000905765
1993.2400503573 0.9995742519
1993.2604823369 0.9997334984
1993.2809141157 1.0000429330
1993.3013459942 1.0003859803
1993.3217779729 1.0001766764
1993.3422098509 1.0001322571
1993.3626416288 0.9996896340
1993.3830736061 0.9997131134
1993.4035054832 1.0000148670
1993.4239372602 0.9998269471
1993.4443692369 1.0001154059
1993.4648011131 1.0000125801
1993.4852328892 0.9999485380
1993.5056648646 1.0006365782
1993.5260967403 0.9998371052
1993.5465285154 1.0000031388
1993.5669604903 0.9998410752
1993.5873923646 0.9990922878
1993.6078241388 0.9997118318
1993.6282561128 0.9998152043
1993.6486879867 1.0000496557
1993.6691199597 1.0003603741
1993.6895517325 1.0001016603
1993.7099836054 0.9999537037
1993.7304155780 1.0002992022
1993.7508473499 0.9995994927
1993.7712792219 1.0000784960
1993.7917111935 0.9999389667
1993.8121430646 0.9999571700
1993.8325748355 1.0006565879
1993.8530068062 0.9997783345
1993.8734386764 0.9996974995
1993.8938704468 0.9967194438
1993.9143024166 0.9888552089
1993.9347342858 0.9799657962
1993.9551660549 0.9725514509
1994.0164616606 0.9726925422
1994.0368936285 0.9805270732
1994.0573253962 0.9896388752
1994.0777573637 0.9973548385
1994.0981892310 1.0000766797
1994.1186209978 1.0003186890
1994.1390529643 0.9996313585
1994.1594848307 1.0000241968
1994.1799166962 0.9998100867
1994.2003485621 0.9998811654
1994.2207804276 0.9998307332
1994.2412122926 0.9999479406
1994.2616441571 0.9996014388
1994.2820760217 0.9995273358
1994.3025078862 0.9997892099
1994.3229397498 1.0001005338
1994.3433716134 1.0001517112
1994.3638034766 1.0002822687
1994.3842354398 1.0001479415
1994.4046672024 1.0001378875
1994.4250990651 0.9994749961
1994.4455310269 1.0001028591
1994.4659627890 1.0001879528
1994.4863947504 1.0005092440
1994.5068266122 1.0001863944
1994.5272583729 1.0006668891
1994.5476903333 0.9996965225
1994.5681221941 0.9998180897
1994.5885539539 0.9999052718
1994.6089859139 1.0001266155
1994.6294177733 1.0004971500
1994.6498496328 0.9998579110
1994.6702814917 0.9997933726
1994.6907133502 1.0003511541
1994.7111451090 1.0000239752
1994.7520089247 1.0002278154
1994.7724406822 0.9999201390
1994.7928726394 1.0002782733
1994.8133044965 1.0002088171
1994.8337362534 0.9999270772
1994.8541682097 0.9999643006
1994.8746000659 1.0005771934
1994.8950320217 0.9997335829
1994.9358956325 1.0009755785
1994.9563275874 1.0001563830
1994.9767593420 0.9999031670
1994.9971911963 1.0005522782
1995.0176231507 1.0006678406
1995.0380549044 1.0003242116
1995.0584867578 1.0000067353
1995.0789187113 1.0003921660
1995.0993504641 1.0004304029
1995.1197823170 1.0002028117
1995.1402142690 1.0003497686
1995.1606460214 1.0003711988
1995.1810778733 1.0007457512
1995.2015098245 0.9999640537
1995.2219416760 1.0003825762
1995.2423734269 1.0008526383
1995.2628053776 1.0004439093
1995.2832372282 1.0000000000
1995.3036690783 0.9999659076
1995.3241009279 1.0005292799
1995.3445327776 1.0006610533
1995.3649646267 1.0001698742
1995.3853964759 1.0002907095
1995.4058283246 1.0003783298
1995.4262601729 1.0000804196
1995.4466920211 1.0002767483
1995.4671238693 1.0002889229
1995.4875557171 1.0007595904
1995.5079875644 1.0002036869
1995.5284193116 1.0006210775
1995.5488512581 1.0008590058
1995.5692831050 1.0009762722
1995.5897149509 1.0003108324
1995.6101467968 1.0004593577
1995.6305786427 1.0002156778
1995.6510104882 1.0003690967
1995.6714423331 1.0001666219
1995.6918741777 1.0004258910
1995.7123061223 1.0000456083
1995.7327379668 1.0001281516
1995.7531697107 1.0005930398
1995.7736016545 1.0006158569
1995.7940334976 1.0003885920
1995.8144652410 0.9997796087
1995.8348971838 1.0006142076
1995.8553290265 1.0003275117
1995.8757607690 1.0002391547
1995.8961927108 1.0003217224
1995.9166245526 1.0001190998
1995.9370562942 1.0002977191
1995.9574882351 1.0005657944
1995.9779200763 1.0008934423
1995.9983518170 1.0003024190
1996.0187837575 1.0008409538
1996.0392155973 1.0004793627
1996.0596474372 1.0005287452
1996.0800792770 0.9999234254
1996.1005111160 1.0005722447
1996.1209429554 1.0000789639
1996.1413747938 1.0005692458
1996.1618066328 1.0006967914
1996.1822384708 1.0006957274
1996.2026703088 1.0003013262
1996.2231021463 0.9997056228
1996.2435340835 1.0000740371
1996.2639658209 1.0004373154
